firstname,lastname,birthmonth,birthday,birthyear,course,phonenumber,gender
name1218,lastname1218,June,1,1997,BS Legal Management,Globe,Male
name1219,lastname1219,October,6,1999,BS Legal Management,Smart,Female
name1220,lastname1220,September,14,1998,BS Information Technology Entrepreneurship,Globe,Female
name1221,lastname1221,February,23,1999,BS Information Technology Entrepreneurship,Globe,Male
name1222,lastname1222,January,6,1998,BS Management Engineering,Smart,Female
name1223,lastname1223,January,3,1998,BS Management Engineering,Smart,Male
name1224,lastname1224,December,10,1998,BS Management,Globe,Male
name1225,lastname1225,May,13,1999,BS Legal Managemnet,Smart,Male
name1226,lastname1226,June,1,1998,BS Management Engineering,Smart,Female
name1227,lastname1227,June,4,1997,BS Management Engineering,Smart,Male
name1228,lastname1228,March,27,1999,BS Management,Smart,Male
name1229,lastname1229,December,16,1999,BS Information Technology Entrepreneurship,Smart,Male
name1230,lastname1230,June,11,1998,BS Communications Technology,Globe,Male
name1231,lastname1231,July,20,1998,BS Management Engineering,Smart,Male
name1232,lastname1232,December,1,2001,BS Information Technology Entrepreneurship,Smart,Male
name1233,lastname1233,September,10,1997,BS Legal Managemnet,Globe,Male
name1234,lastname1234,October,14,1999,BS Management Engineering,Smart,Female
name1235,lastname1235,December,12,1999,BS Legal Management,Globe,Female
name1236,lastname1236,January,14,2001,BS Information Technology Entrepreneurship,Smart,Female
name1237,lastname1237,September,22,1997,BS Management Engineering,Globe,Male
name1238,lastname1238,June,15,1999,BS Management Engineering,Smart,Female
name1239,lastname1239,October,24,1999,BS Legal Managemnet,Globe,Male
name1240,lastname1240,August,18,2000,BS Management,Globe,Male
name1241,lastname1241,December,2,1997,BS Management Engineering,Globe,Male
name1242,lastname1242,September,27,1998,BS Management Engineering,Smart,Female
name1243,lastname1243,March,12,1997,BS Information Technology Entrepreneurship,Globe,Male
name1244,lastname1244,September,18,2000,BS Legal Management,Globe,Male
name1245,lastname1245,October,14,1998,BS Communications Technology,Globe,Male
name1246,lastname1246,December,3,2000,BS Legal Management,Globe,Female
name1247,lastname1247,March,14,1999,BS Legal Management,Globe,Female
name1248,lastname1248,January,11,1999,BS Legal Managemnet,Globe,Male
name1249,lastname1249,January,22,1999,BS Communications Technology,Smart,Female
name1250,lastname1250,June,24,2000,BS Legal Managemnet,Globe,Female
name1251,lastname1251,March,23,1999,BS Management Engineering,Globe,Female
name1252,lastname1252,April,16,2001,BS Communications Technology,Globe,Female
name1253,lastname1253,November,11,2001,BS Communications Technology,Globe,Female
name1254,lastname1254,February,23,1998,BS Information Technology Entrepreneurship,Smart,Female
name1255,lastname1255,March,3,1998,BS Communications Technology,Smart,Female
name1256,lastname1256,May,18,1997,BS Management Engineering,Globe,Female
name1257,lastname1257,December,13,2000,BS Management Engineering,Globe,Male
name1258,lastname1258,January,1,2000,BS Legal Management,Globe,Female
name1259,lastname1259,October,27,2000,BS Information Technology Entrepreneurship,Globe,Female
name1260,lastname1260,December,27,1998,BS Communications Technology,Globe,Male
name1261,lastname1261,March,20,1999,BS Communications Technology,Smart,Male
name1262,lastname1262,April,15,1999,BS Information Technology Entrepreneurship,Globe,Female
name1263,lastname1263,May,12,2001,BS Information Technology Entrepreneurship,Globe,Male
name1264,lastname1264,March,9,1997,BS Management Engineering,Globe,Male
name1265,lastname1265,November,14,1997,BS Management,Smart,Female
name1266,lastname1266,September,23,1998,BS Management Engineering,Globe,Male
name1267,lastname1267,July,15,2001,BS Communications Technology,Smart,Female
name1268,lastname1268,August,9,1997,BS Information Technology Entrepreneurship,Globe,Female
name1269,lastname1269,August,14,1997,BS Information Technology Entrepreneurship,Globe,Male
name1270,lastname1270,November,13,1998,BS Management Engineering,Smart,Male
name1271,lastname1271,February,20,1999,BS Information Technology Entrepreneurship,Globe,Female
name1272,lastname1272,April,17,1998,BS Communications Technology,Globe,Female
name1273,lastname1273,August,6,1997,BS Information Technology Entrepreneurship,Globe,Male
name1274,lastname1274,August,13,1997,BS Communications Technology,Smart,Male
name1275,lastname1275,December,24,1999,BS Legal Management,Globe,Female
name1276,lastname1276,December,23,1999,BS Management Engineering,Globe,Female
name1277,lastname1277,October,15,1997,BS Management Engineering,Globe,Female
name1278,lastname1278,April,6,1999,BS Information Technology Entrepreneurship,Globe,Male
name1279,lastname1279,April,1,1998,BS Management Engineering,Globe,Female
name1280,lastname1280,July,2,1998,BS Information Technology Entrepreneurship,Globe,Female
name1281,lastname1281,June,7,1997,BS Communications Technology,Globe,Female
name1282,lastname1282,May,28,2000,BS Legal Managemnet,Globe,Male
name1283,lastname1283,February,11,1998,BS Information Technology Entrepreneurship,Globe,Male
name1284,lastname1284,February,21,1998,BS Communications Technology,Smart,Female
name1285,lastname1285,January,16,2001,BS Information Technology Entrepreneurship,Globe,Male
name1286,lastname1286,December,5,1997,BS Legal Management,Globe,Female
name1287,lastname1287,November,20,1999,BS Management,Globe,Male
name1288,lastname1288,July,15,2000,BS Information Technology Entrepreneurship,Globe,Male
name1289,lastname1289,April,6,1998,BS Management,Smart,Female
name1290,lastname1290,January,9,1997,BS Information Technology Entrepreneurship,Globe,Female
name1291,lastname1291,December,25,1998,BS Communications Technology,Smart,Male
name1292,lastname1292,June,17,1999,BS Management,Globe,Female
name1293,lastname1293,December,24,2000,BS Communications Technology,Globe,Female
name1294,lastname1294,January,21,1997,BS Legal Management,Smart,Male
name1295,lastname1295,November,4,1997,BS Management,Smart,Male
name1296,lastname1296,July,17,1998,BS Information Technology Entrepreneurship,Globe,Female
name1297,lastname1297,November,8,1998,BS Management,Globe,Male
name1298,lastname1298,November,14,1998,BS Legal Management,Globe,Male
name1299,lastname1299,February,8,2000,BS Communications Technology,Globe,Male
name1300,lastname1300,February,13,1997,BS Information Technology Entrepreneurship,Smart,Male
name1301,lastname1301,November,3,2001,BS Management Engineering,Smart,Female
name1302,lastname1302,June,5,1998,BS Communications Technology,Globe,Female
name1303,lastname1303,April,3,1999,BS Management Engineering,Globe,Male
name1304,lastname1304,May,20,1999,BS Management Engineering,Globe,Male
name1305,lastname1305,June,11,1999,BS Management Engineering,Globe,Female
name1306,lastname1306,February,10,2000,BS Management Engineering,Smart,Male
name1307,lastname1307,December,7,1998,BS Management,Globe,Male
name1308,lastname1308,September,24,1997,BS Management Engineering,Globe,Male
name1309,lastname1309,November,2,1997,BS Legal Managemnet,Globe,Male
name1310,lastname1310,June,22,1997,BS Legal Managemnet,Smart,Female
name1311,lastname1311,April,16,1997,BS Management,Globe,Female
name1312,lastname1312,December,25,1999,BS Legal Management,Globe,Male
name1313,lastname1313,August,21,1997,BS Information Technology Entrepreneurship,Smart,Male
name1314,lastname1314,November,15,1999,BS Communications Technology,Globe,Male
name1315,lastname1315,August,5,1997,BS Management Engineering,Globe,Male
name1316,lastname1316,September,10,1998,BS Management Engineering,Globe,Male
name1317,lastname1317,April,14,1998,BS Legal Managemnet,Globe,Male
name1318,lastname1318,May,25,1999,BS Communications Technology,Smart,Female
name1319,lastname1319,October,2,1998,BS Management,Globe,Female
name1320,lastname1320,December,18,1997,BS Management,Smart,Male
name1321,lastname1321,December,20,1998,BS Management,Globe,Male
name1322,lastname1322,June,24,1997,BS Management,Smart,Male
name1323,lastname1323,September,22,1998,BS Management,Globe,Female
name1324,lastname1324,March,19,1999,BS Management,Globe,Female
name1325,lastname1325,September,19,1999,BS Management Engineering,Smart,Female
name1326,lastname1326,March,15,1999,BS Management Engineering,Globe,Male
name1327,lastname1327,October,11,2000,BS Management Engineering,Globe,Female
name1328,lastname1328,February,14,1997,BS Management,Globe,Male
name1329,lastname1329,June,10,1999,BS Communications Technology,Globe,Male
name1330,lastname1330,December,26,2000,BS Legal Management,Globe,Female
name1331,lastname1331,November,7,1997,BS Legal Management,Globe,Male
name1332,lastname1332,April,4,1999,BS Management Engineering,Smart,Female
name1333,lastname1333,August,27,1998,BS Management,Globe,Male
name1334,lastname1334,June,8,2001,BS Management Engineering,Globe,Male
name1335,lastname1335,January,18,1998,BS Management,Globe,Female
name1336,lastname1336,May,26,1998,BS Information Technology Entrepreneurship,Globe,Male
name1337,lastname1337,October,13,1997,BS Management Engineering,Globe,Female
name1338,lastname1338,August,3,1998,BS Information Technology Entrepreneurship,Globe,Male
name1339,lastname1339,August,17,1999,BS Management Engineering,Globe,Female
name1340,lastname1340,April,23,1997,BS Management,Globe,Male
name1341,lastname1341,January,12,2001,BS Communications Technology,Globe,Female
name1342,lastname1342,November,17,1999,BS Legal Managemnet,Globe,Female
name1343,lastname1343,July,3,1999,BS Management Engineering,Globe,Male
name1344,lastname1344,March,16,1999,BS Management Engineering,Globe,Female
name1345,lastname1345,August,17,2000,BS Information Technology Entrepreneurship,Smart,Female
name1346,lastname1346,February,15,1998,BS Legal Managemnet,Smart,Male
name1347,lastname1347,June,16,1998,BS Management,Globe,Female
name1348,lastname1348,April,6,1998,BS Information Technology Entrepreneurship,Smart,Female
name1349,lastname1349,April,22,1998,BS Communications Technology,Globe,Male
name1350,lastname1350,June,5,1997,BS Legal Management,Smart,Female
name1351,lastname1351,April,25,1998,BS Information Technology Entrepreneurship,Smart,Female
name1352,lastname1352,February,11,1999,BS Communications Technology,Globe,Female
name1353,lastname1353,October,25,1999,BS Legal Management,Smart,Male
name1354,lastname1354,July,14,1999,BS Communications Technology,Smart,Male
name1355,lastname1355,March,8,1999,BS Legal Management,Smart,Female
name1356,lastname1356,April,10,1997,BS Management,Globe,Female
name1357,lastname1357,September,16,1997,BS Information Technology Entrepreneurship,Globe,Male
name1358,lastname1358,May,23,1999,BS Communications Technology,Smart,Female
name1359,lastname1359,February,16,1999,BS Communications Technology,Globe,Male
name1360,lastname1360,November,19,1997,BS Legal Managemnet,Smart,Female
name1361,lastname1361,January,15,2000,BS Legal Management,Smart,Female
name1362,lastname1362,August,23,2000,BS Management,Globe,Male
name1363,lastname1363,September,13,1998,BS Management Engineering,Smart,Female
name1364,lastname1364,May,22,1998,BS Legal Management,Globe,Female
name1365,lastname1365,March,25,2000,BS Communications Technology,Smart,Female
name1366,lastname1366,November,1,1997,BS Management Engineering,Globe,Female
name1367,lastname1367,April,4,2000,BS Management Engineering,Globe,Male
name1368,lastname1368,May,26,2000,BS Management,Globe,Female
name1369,lastname1369,July,17,1999,BS Management Engineering,Globe,Male
name1370,lastname1370,December,9,1997,BS Information Technology Entrepreneurship,Globe,Male
name1371,lastname1371,March,21,2001,BS Legal Management,Globe,Male
name1372,lastname1372,July,16,1997,BS Management,Globe,Female
name1373,lastname1373,March,10,1999,BS Management,Globe,Male
name1374,lastname1374,April,3,2001,BS Information Technology Entrepreneurship,Globe,Female
name1375,lastname1375,November,14,1998,BS Information Technology Entrepreneurship,Globe,Male
name1376,lastname1376,December,15,1998,BS Information Technology Entrepreneurship,Globe,Male
name1377,lastname1377,November,26,1997,BS Legal Managemnet,Smart,Female
name1378,lastname1378,February,12,1998,BS Management,Globe,Female
name1379,lastname1379,April,27,1997,BS Management Engineering,Globe,Male
name1380,lastname1380,October,8,1997,BS Communications Technology,Globe,Female
name1381,lastname1381,November,10,2000,BS Management,Globe,Female
name1382,lastname1382,December,14,1998,BS Management Engineering,Globe,Female
name1383,lastname1383,June,23,1997,BS Management,Globe,Female
name1384,lastname1384,June,23,1999,BS Management,Globe,Female
name1385,lastname1385,October,25,2001,BS Management,Smart,Female
name1386,lastname1386,September,8,1997,BS Communications Technology,Smart,Male
name1387,lastname1387,October,10,1997,BS Management Engineering,Smart,Male
